Date,Engine Hours (Hrs),Idle Hours (Hrs),Fuel Consumption (Litres),Capacity (Litres),Operational Intensity (%),Active Time (%),Capacity Utilization (%),Active Equipment (#)
"2025-03-18T08:00:00Z","22.10","6.19","1630.16","3450.00","47.25","96.09","49.17","23.00"
"2025-03-18T07:00:00Z","21.95","7.36","1544.15","3300.00","46.79","99.77","46.90","22.00"
"2025-03-18T06:00:00Z","22.00","6.85","1564.90","3300.00","47.42","100.00","47.42","22.00"
"2025-03-18T05:00:00Z","21.55","6.01","1558.21","3300.00","47.22","97.96","48.20","22.00"
"2025-03-18T04:00:00Z","21.00","6.14","1440.89","3150.00","45.74","100.00","45.74","21.00"
"2025-03-18T02:00:00Z","21.25","7.55","1537.55","3450.00","44.57","92.39","48.24","23.00"
"2025-03-18T01:00:00Z","21.50","10.51","1150.37","3300.00","34.86","97.73","35.67","22.00"
"2025-03-18T00:00:00Z","21.40","8.79","1317.91","3300.00","39.94","97.27","41.06","22.00"
"2025-03-17T23:00:00Z","19.45","7.83","1310.49","3000.00","43.68","97.25","44.92","20.00"
"2025-03-17T22:00:00Z","20.55","8.32","1424.20","3150.00","45.21","97.86","46.20","21.00"
"2025-03-17T21:00:00Z","21.94","7.91","1471.43","3600.00","40.87","91.43","44.70","24.00"
"2025-03-17T20:00:00Z","21.81","8.19","1439.42","3600.00","39.98","94.83","42.16","23.00"
"2025-03-17T19:00:00Z","21.70","6.18","1548.30","3600.00","43.01","90.43","47.56","24.00"
"2025-03-17T18:00:00Z","22.50","9.54","1281.67","3450.00","37.15","97.84","37.97","23.00"
"2025-03-17T17:00:00Z","21.59","7.61","1434.73","3450.00","41.59","93.88","44.30","23.00"
"2025-03-17T16:00:00Z","21.25","6.80","1613.31","3300.00","48.89","96.59","50.62","22.00"
"2025-03-17T15:00:00Z","22.00","6.28","1715.05","3300.00","51.97","100.00","51.97","22.00"
"2025-03-17T14:00:00Z","22.30","6.81","1690.52","3600.00","46.96","92.93","50.53","24.00"
"2025-03-17T12:00:00Z","22.20","10.79","1228.31","3300.00","37.22","100.91","36.89","22.00"
"2025-03-17T11:00:00Z","20.95","7.30","1376.63","3300.00","41.72","95.21","43.81","22.00"
"2025-03-17T10:00:00Z","21.10","6.85","1364.42","3150.00","43.31","100.48","43.11","21.00"
"2025-03-17T09:00:00Z","21.30","6.57","1513.37","3300.00","45.86","96.82","47.37","22.00"
"2025-03-17T08:00:00Z","20.65","6.44","1462.04","3150.00","46.41","98.33","47.20","21.00"
"2025-03-17T07:00:00Z","20.20","8.53","1313.47","3150.00","41.70","96.21","43.34","21.00"
"2025-03-17T06:00:00Z","22.30","8.68","1484.41","3450.00","43.03","96.96","44.38","23.00"
"2025-03-17T05:00:00Z","22.60","8.29","1568.55","3450.00","45.47","98.26","46.27","23.00"
"2025-03-17T04:00:00Z","22.75","8.09","1612.32","3450.00","46.73","98.92","47.25","23.00"
"2025-03-17T03:00:00Z","23.05","8.30","1638.50","3600.00","45.51","96.04","47.39","24.00"
"2025-03-17T02:00:00Z","22.85","9.49","1439.16","3600.00","39.98","95.20","41.99","24.00"
"2025-03-17T01:00:00Z","23.04","11.35","1237.17","3450.00","35.86","100.19","35.79","23.00"
"2025-03-17T00:00:00Z","22.95","8.78","1372.45","3450.00","39.78","99.78","39.87","23.00"
"2025-03-16T23:00:00Z","22.15","7.42","1474.99","3450.00","42.75","96.32","44.39","23.00"
"2025-03-16T22:00:00Z","21.10","8.36","1259.33","3300.00","38.16","95.91","39.79","22.00"
"2025-03-16T21:00:00Z","20.80","5.92","1537.65","3300.00","46.60","94.55","49.28","22.00"
"2025-03-16T20:00:00Z","20.70","6.60","1494.65","3150.00","47.45","98.57","48.14","21.00"
"2025-03-16T19:00:00Z","20.75","6.41","1511.54","3150.00","47.99","98.81","48.56","21.00"
"2025-03-16T18:00:00Z","20.50","7.56","1405.11","3150.00","44.61","97.62","45.69","21.00"
"2025-03-16T17:00:00Z","20.36","6.91","1428.10","3300.00","43.28","92.53","46.77","22.00"
"2025-03-16T16:00:00Z","19.95","5.67","1699.27","3150.00","53.95","95.00","56.78","21.00"
"2025-03-16T15:00:00Z","20.95","4.87","1739.74","3150.00","55.23","99.77","55.36","21.00"
"2025-03-16T12:00:00Z","21.45","5.88","1706.33","3300.00","51.71","97.50","53.03","22.00"
"2025-03-16T08:00:00Z","20.55","5.01","1548.76","3150.00","49.17","97.87","50.24","21.00"
"2025-03-16T05:00:00Z","21.00","5.51","1671.58","3150.00","53.07","100.00","53.07","21.00"
"2025-03-16T04:00:00Z","20.99","4.50","1783.86","3150.00","56.63","99.96","56.65","21.00"
"2025-03-16T03:00:00Z","21.05","6.10","1663.12","3300.00","50.40","95.67","52.68","22.00"
"2025-03-16T02:00:00Z","21.01","6.71","1605.43","3300.00","48.65","95.48","50.95","22.00"
"2025-03-16T01:00:00Z","22.00","10.80","1185.56","3300.00","35.93","100.00","35.93","22.00"
"2025-03-16T00:00:00Z","21.60","6.41","1700.39","3450.00","49.29","93.90","52.49","23.00"
"2025-03-15T23:00:00Z","20.60","6.68","1590.82","3150.00","50.50","98.09","51.48","21.00"
"2025-03-15T22:00:00Z","21.10","8.59","1436.68","3300.00","43.54","95.90","45.40","22.00"
"2025-03-15T21:00:00Z","22.35","6.74","1773.46","3300.00","53.74","101.57","52.91","22.00"
"2025-03-15T20:00:00Z","22.00","7.35","1685.73","3300.00","51.08","100.02","51.07","22.00"
"2025-03-15T19:00:00Z","21.89","5.31","1850.71","3300.00","56.08","99.52","56.35","22.00"
"2025-03-15T18:00:00Z","21.95","7.51","1533.81","3300.00","46.48","99.79","46.58","22.00"
"2025-03-15T17:00:00Z","21.35","7.09","1537.62","3600.00","42.71","88.97","48.01","24.00"
"2025-03-15T16:00:00Z","22.20","6.82","1597.00","3450.00","46.29","96.54","47.95","23.00"
"2025-03-15T15:00:00Z","21.10","5.52","1693.26","3300.00","51.31","95.91","53.50","22.00"
"2025-03-15T14:00:00Z","21.85","6.93","1521.86","3300.00","46.12","99.33","46.43","22.00"
"2025-03-15T13:00:00Z","22.00","10.04","1219.96","3300.00","36.97","100.00","36.97","22.00"
"2025-03-15T12:00:00Z","21.89","8.03","1357.48","3450.00","39.35","95.19","41.34","23.00"
"2025-03-15T11:00:00Z","22.75","8.79","1359.26","3450.00","39.40","98.91","39.83","23.00"
"2025-03-15T10:00:00Z","22.75","6.47","1664.48","3450.00","48.25","98.91","48.78","23.00"
"2025-03-15T09:00:00Z","23.30","8.75","1490.11","3600.00","41.39","97.09","42.63","24.00"
"2025-03-15T08:00:00Z","23.00","7.50","1702.73","3450.00","49.35","100.00","49.35","23.00"
"2025-03-15T07:00:00Z","22.95","6.55","1704.93","3450.00","49.42","99.79","49.52","23.00"
"2025-03-15T06:00:00Z","22.90","7.45","1629.61","3450.00","47.24","99.58","47.44","23.00"
"2025-03-15T05:00:00Z","22.55","6.95","1692.57","3600.00","47.02","93.97","50.03","24.00"
"2025-03-14T18:00:00Z","23.00","6.15","1651.92","3450.00","47.88","100.00","47.88","23.00"
"2025-03-14T17:00:00Z","24.20","7.45","1686.61","3750.00","44.98","96.80","46.46","25.00"
"2025-03-14T16:00:00Z","23.90","7.59","1617.74","3600.00","44.94","99.58","45.13","24.00"
"2025-03-14T15:00:00Z","23.60","5.64","1893.21","3600.00","52.59","98.33","53.48","24.00"
"2025-03-14T14:00:00Z","23.15","4.99","1810.03","3600.00","50.28","96.46","52.12","24.00"
"2025-03-14T13:00:00Z","24.00","8.68","1452.19","3600.00","40.34","100.00","40.34","24.00"
"2025-03-14T12:00:00Z","23.00","9.21","1386.36","3450.00","40.18","100.00","40.18","23.00"
"2025-03-14T11:00:00Z","23.45","6.59","1607.19","3600.00","44.64","97.69","45.70","24.00"
"2025-03-14T10:00:00Z","23.30","8.73","1401.95","3600.00","38.94","97.08","40.12","24.00"
"2025-03-14T09:00:00Z","23.95","6.33","1847.51","3600.00","51.32","99.80","51.42","24.00"
"2025-03-14T08:00:00Z","23.95","7.12","1762.71","3600.00","48.96","99.79","49.07","24.00"
"2025-03-14T07:00:00Z","23.90","6.96","1673.29","3600.00","46.48","99.60","46.67","24.00"
"2025-03-14T06:00:00Z","24.00","6.81","1671.95","3600.00","46.44","100.00","46.44","24.00"
"2025-03-14T05:00:00Z","24.00","5.96","1796.81","3600.00","49.91","100.00","49.91","24.00"
"2025-03-14T04:00:00Z","24.00","5.04","1967.03","3600.00","54.64","100.00","54.64","24.00"
"2025-03-14T03:00:00Z","24.00","4.76","1904.75","3600.00","52.91","100.00","52.91","24.00"
"2025-03-14T02:00:00Z","24.00","6.69","1797.42","3600.00","49.93","100.00","49.93","24.00"
"2025-03-14T01:00:00Z","24.00","10.82","1286.92","3600.00","35.75","100.00","35.75","24.00"
"2025-03-14T00:00:00Z","23.90","7.87","1570.04","3600.00","43.61","99.58","43.79","24.00"
"2025-03-13T23:00:00Z","23.35","5.58","1791.88","3600.00","49.77","97.31","51.15","24.00"
"2025-03-13T22:00:00Z","23.00","4.45","1854.13","3450.00","53.74","100.00","53.74","23.00"
"2025-03-13T21:00:00Z","23.00","6.10","1687.72","3450.00","48.92","100.00","48.92","23.00"
"2025-03-13T20:00:00Z","21.95","4.89","1863.11","3450.00","54.00","99.77","54.13","22.00"
"2025-03-13T19:00:00Z","22.10","4.35","1958.09","3450.00","56.76","96.09","59.07","23.00"
"2025-03-13T18:00:00Z","21.90","4.24","1994.34","3300.00","60.43","99.54","60.71","22.00"
"2025-03-13T17:00:00Z","21.95","4.54","1956.50","3300.00","59.29","99.77","59.42","22.00"
"2025-03-13T16:00:00Z","22.05","3.67","1993.89","3300.00","60.42","100.21","60.29","22.00"
"2025-03-13T15:00:00Z","22.30","4.45","1940.64","3450.00","56.25","96.96","58.02","23.00"
"2025-03-13T14:00:00Z","22.15","5.83","1629.12","3450.00","47.22","96.30","49.03","23.00"
"2025-03-13T13:00:00Z","21.95","8.33","1212.33","3300.00","36.74","99.77","36.82","22.00"
"2025-03-13T12:00:00Z","22.00","6.63","1454.14","3300.00","44.06","100.00","44.06","22.00"
"2025-03-13T11:00:00Z","21.95","7.54","1386.44","3300.00","42.01","99.78","42.11","22.00"
"2025-03-13T10:00:00Z","22.00","5.89","1595.38","3300.00","48.34","100.00","48.34","22.00"
"2025-03-13T09:00:00Z","21.75","5.18","1644.08","3450.00","47.65","98.86","48.20","22.00"
"2025-03-13T08:00:00Z","21.80","8.51","1487.51","3300.00","45.08","99.09","45.49","22.00"
"2025-03-13T07:00:00Z","21.90","6.24","1731.99","3300.00","52.48","99.55","52.72","22.00"
"2025-03-13T06:00:00Z","22.00","5.58","1715.36","3450.00","49.72","100.00","49.72","22.00"
"2025-03-13T05:00:00Z","22.80","7.20","1697.50","3600.00","47.15","95.00","49.64","24.00"
"2025-03-13T04:00:00Z","22.65","6.02","1752.73","3450.00","50.80","98.49","51.58","23.00"
"2025-03-13T03:00:00Z","22.40","6.21","1640.76","3450.00","47.56","97.40","48.83","23.00"
"2025-03-13T02:00:00Z","23.00","7.65","1637.47","3450.00","47.46","100.00","47.46","23.00"
"2025-03-13T01:00:00Z","22.80","11.08","1176.17","3450.00","34.09","99.13","34.39","23.00"
"2025-03-13T00:00:00Z","22.95","8.27","1516.45","3450.00","43.96","99.78","44.05","23.00"
"2025-03-12T23:00:00Z","22.95","7.11","1661.73","3450.00","48.17","99.78","48.27","23.00"
"2025-03-12T22:00:00Z","23.20","5.57","1811.46","3600.00","50.32","96.67","52.05","24.00"
"2025-03-12T21:00:00Z","22.95","5.73","1760.65","3450.00","51.03","99.78","51.15","23.00"
"2025-03-12T20:00:00Z","22.10","6.10","1724.70","3450.00","49.99","96.09","52.03","23.00"
"2025-03-12T19:00:00Z","21.10","6.57","1593.08","3300.00","48.28","95.91","50.34","22.00"
"2025-03-12T18:00:00Z","20.75","5.49","1653.02","3300.00","50.09","94.34","53.10","22.00"
"2025-03-12T17:00:00Z","21.35","7.87","1479.90","3300.00","44.85","97.02","46.22","22.00"
"2025-03-12T16:00:00Z","21.15","5.86","1601.05","3300.00","48.52","96.13","50.47","22.00"
"2025-03-12T15:00:00Z","21.74","5.44","1663.94","3300.00","50.42","98.83","51.02","22.00"
"2025-03-12T14:00:00Z","22.00","7.83","1558.49","3300.00","47.23","100.00","47.23","22.00"
"2025-03-12T13:00:00Z","21.95","11.07","1034.80","3300.00","31.36","99.79","31.42","22.00"
"2025-03-12T12:00:00Z","22.00","8.95","1309.83","3300.00","39.69","100.00","39.69","22.00"
"2025-03-12T11:00:00Z","21.95","9.70","1319.56","3300.00","39.99","99.77","40.08","22.00"
"2025-03-12T10:00:00Z","22.05","7.96","1465.03","3300.00","44.39","100.23","44.29","22.00"
"2025-03-12T09:00:00Z","21.20","7.03","1390.86","3300.00","42.15","96.36","43.74","22.00"
"2025-03-12T08:00:00Z","21.20","6.52","1404.40","3150.00","44.58","100.96","44.16","21.00"
"2025-03-12T07:00:00Z","21.25","6.09","1572.38","3300.00","47.65","96.59","49.33","22.00"
"2025-03-12T06:00:00Z","21.90","7.92","1455.41","3300.00","44.10","99.55","44.30","22.00"
"2025-03-12T05:00:00Z","21.15","5.44","1569.90","3300.00","47.57","96.13","49.49","22.00"
"2025-03-12T04:00:00Z","21.40","4.79","1656.09","3300.00","50.18","97.27","51.59","22.00"
"2025-03-12T03:00:00Z","21.30","4.33","1750.08","3300.00","53.03","96.81","54.78","22.00"
"2025-03-12T02:00:00Z","22.10","5.89","1600.16","3300.00","48.49","100.45","48.27","22.00"
"2025-03-12T01:00:00Z","21.95","9.23","1308.77","3300.00","39.66","99.77","39.75","22.00"
"2025-03-12T00:00:00Z","21.95","7.24","1640.18","3300.00","49.70","99.77","49.82","22.00"
"2025-03-11T23:00:00Z","21.80","6.49","1574.35","3300.00","47.71","99.10","48.14","22.00"
"2025-03-11T22:00:00Z","21.80","6.30","1598.46","3300.00","48.44","99.09","48.88","22.00"
"2025-03-11T21:00:00Z","22.00","6.50","1557.61","3300.00","47.20","100.00","47.20","22.00"
"2025-03-11T20:00:00Z","22.45","5.69","1547.90","3450.00","44.87","97.62","45.96","23.00"
"2025-03-11T19:00:00Z","22.85","6.63","1651.11","3450.00","47.86","99.33","48.18","23.00"
"2025-03-11T18:00:00Z","21.00","6.12","1611.64","3300.00","48.84","95.45","51.17","22.00"
"2025-03-11T17:00:00Z","21.05","7.18","1474.11","3300.00","44.67","95.69","46.68","22.00"
"2025-03-11T16:00:00Z","21.90","6.99","1538.06","3300.00","46.61","99.54","46.82","22.00"
"2025-03-11T15:00:00Z","22.00","5.61","1713.18","3300.00","51.91","100.00","51.91","22.00"
"2025-03-11T14:00:00Z","22.00","8.13","1507.32","3300.00","45.68","100.00","45.68","22.00"
"2025-03-11T13:00:00Z","22.00","11.44","1077.54","3300.00","32.65","100.00","32.65","22.00"
"2025-03-11T12:00:00Z","22.00","9.89","1187.68","3300.00","35.99","100.00","35.99","22.00"
"2025-03-11T11:00:00Z","22.85","8.98","1560.57","3450.00","45.23","99.33","45.54","23.00"
"2025-03-11T10:00:00Z","23.25","7.45","1507.74","3600.00","41.88","96.88","43.23","24.00"
"2025-03-11T09:00:00Z","22.95","5.43","1741.23","3450.00","50.47","99.78","50.58","23.00"
"2025-03-11T08:00:00Z","22.95","5.97","1688.22","3450.00","48.93","99.80","49.03","23.00"
"2025-03-11T07:00:00Z","23.00","7.63","1599.09","3450.00","46.35","100.00","46.35","23.00"
"2025-03-11T06:00:00Z","22.85","6.66","1741.16","3450.00","50.47","99.35","50.80","23.00"
"2025-03-11T05:00:00Z","22.55","6.95","1598.75","3450.00","46.34","98.03","47.27","23.00"
"2025-03-11T04:00:00Z","22.90","10.02","1333.06","3450.00","38.64","99.57","38.81","23.00"
"2025-03-11T03:00:00Z","22.80","8.00","1600.50","3450.00","46.39","99.13","46.80","23.00"
"2025-03-11T02:00:00Z","23.00","6.51","1745.26","3450.00","50.59","100.00","50.59","23.00"
"2025-03-11T01:00:00Z","22.65","9.68","1290.92","3450.00","37.42","98.49","37.99","23.00"
"2025-03-11T00:00:00Z","22.90","9.18","1435.08","3450.00","41.60","99.57","41.78","23.00"
"2025-03-10T23:00:00Z","22.80","7.88","1512.92","3450.00","43.85","99.13","44.24","23.00"
"2025-03-10T22:00:00Z","22.45","8.18","1399.20","3450.00","40.56","97.61","41.55","23.00"
"2025-03-10T21:00:00Z","22.75","7.60","1487.88","3450.00","43.13","98.93","43.59","23.00"
"2025-03-10T20:00:00Z","23.00","9.27","1482.59","3450.00","42.97","100.00","42.97","23.00"
"2025-03-10T19:00:00Z","21.65","7.83","1456.55","3450.00","42.22","94.13","44.85","23.00"
"2025-03-10T18:00:00Z","22.10","7.17","1576.89","3300.00","47.78","100.45","47.57","22.00"
"2025-03-10T17:00:00Z","22.00","8.09","1463.34","3300.00","44.34","100.00","44.34","22.00"
"2025-03-10T16:00:00Z","22.00","7.03","1535.45","3300.00","46.53","100.00","46.53","22.00"
"2025-03-10T15:00:00Z","21.75","6.29","1596.68","3300.00","48.38","98.86","48.94","22.00"
"2025-03-10T14:00:00Z","21.85","8.53","1341.89","3300.00","40.66","99.34","40.93","22.00"
"2025-03-10T13:00:00Z","22.00","11.54","997.26","3300.00","30.22","100.00","30.22","22.00"
"2025-03-10T12:00:00Z","21.90","11.93","1002.84","3300.00","30.39","99.55","30.53","22.00"
"2025-03-10T11:00:00Z","22.00","10.07","1123.76","3300.00","34.05","100.00","34.05","22.00"
"2025-03-10T10:00:00Z","21.65","9.94","1135.57","3300.00","34.41","98.41","34.97","22.00"
"2025-03-10T09:00:00Z","21.60","10.71","1103.44","3300.00","33.44","98.18","34.06","22.00"
"2025-03-10T08:00:00Z","20.60","9.32","1130.64","3150.00","35.89","98.10","36.59","21.00"
"2025-03-10T07:00:00Z","20.85","8.89","1078.80","3150.00","34.25","99.29","34.49","21.00"
"2025-03-10T06:00:00Z","21.65","8.65","1183.96","3300.00","35.88","98.41","36.46","22.00"
"2025-03-10T05:00:00Z","21.35","7.59","1247.79","3300.00","37.81","97.04","38.96","22.00"
"2025-03-10T04:00:00Z","22.35","9.86","1096.04","3450.00","31.77","97.17","32.69","23.00"
"2025-03-10T03:00:00Z","23.00","8.99","1256.22","3450.00","36.41","100.00","36.41","23.00"
"2025-03-10T02:00:00Z","23.15","6.63","1301.99","3600.00","36.17","96.45","37.50","24.00"
"2025-03-10T01:00:00Z","23.00","9.10","997.95","3450.00","28.93","100.00","28.93","23.00"
"2025-03-10T00:00:00Z","22.95","6.83","1378.05","3450.00","39.94","99.78","40.03","23.00"
"2025-03-09T23:00:00Z","22.50","4.89","1493.01","3450.00","43.28","97.84","44.23","23.00"
"2025-03-09T22:00:00Z","22.35","4.10","1544.02","3450.00","44.75","97.17","46.06","23.00"
"2025-03-09T21:00:00Z","23.50","7.28","1436.94","3750.00","38.32","94.00","40.76","25.00"
"2025-03-09T20:00:00Z","22.90","7.31","1367.11","3450.00","39.63","99.58","39.80","23.00"
"2025-03-09T19:00:00Z","23.00","4.62","1616.10","3450.00","46.84","100.00","46.84","23.00"
"2025-03-09T18:00:00Z","22.15","5.10","1518.26","3450.00","44.01","96.29","45.70","23.00"
"2025-03-09T17:00:00Z","20.50","4.71","1484.17","3150.00","47.12","97.63","48.26","21.00"
"2025-03-09T16:00:00Z","21.10","4.75","1545.58","3150.00","49.07","100.48","48.83","21.00"
"2025-03-09T15:00:00Z","20.95","4.67","1602.23","3150.00","50.86","99.76","50.99","21.00"
"2025-03-09T14:00:00Z","21.00","4.32","1346.41","3150.00","42.74","100.00","42.74","21.00"
"2025-03-09T13:00:00Z","20.95","8.73","996.98","3150.00","31.65","99.76","31.73","21.00"
"2025-03-09T12:00:00Z","21.00","8.88","906.17","3150.00","28.77","100.00","28.77","21.00"
"2025-03-09T11:00:00Z","21.60","8.58","1082.99","3300.00","32.82","98.17","33.43","22.00"
"2025-03-09T10:00:00Z","21.40","9.80","1029.68","3450.00","29.85","93.05","32.08","23.00"
"2025-03-09T09:00:00Z","21.50","9.40","988.47","3300.00","29.95","97.73","30.65","22.00"
"2025-03-09T08:00:00Z","21.00","7.20","1424.82","3150.00","45.23","100.00","45.23","21.00"
"2025-03-09T07:00:00Z","21.25","7.05","1371.47","3300.00","41.56","96.59","43.03","22.00"
"2025-03-09T06:00:00Z","20.90","8.04","1285.23","3150.00","40.80","99.52","41.00","21.00"
"2025-03-09T05:00:00Z","20.95","9.21","1341.36","3150.00","42.58","99.76","42.68","21.00"
"2025-03-09T04:00:00Z","20.55","7.34","1438.06","3150.00","45.65","97.87","46.65","21.00"
"2025-03-09T03:00:00Z","20.15","6.39","1490.23","3150.00","47.31","95.96","49.30","21.00"
"2025-03-09T02:00:00Z","19.25","9.86","998.39","3000.00","33.28","96.25","34.58","20.00"
"2025-03-09T01:00:00Z","20.00","7.86","1384.64","3000.00","46.15","100.00","46.15","20.00"
"2025-03-09T00:00:00Z","20.05","5.25","1691.53","3150.00","53.70","95.48","56.24","21.00"
"2025-03-08T23:00:00Z","20.25","7.47","1479.28","3000.00","49.31","101.25","48.70","20.00"
"2025-03-08T22:00:00Z","19.65","5.31","1601.07","3000.00","53.37","98.24","54.32","20.00"
"2025-03-08T21:00:00Z","19.50","6.67","1423.20","3000.00","47.44","97.48","48.67","20.00"
"2025-03-08T20:00:00Z","20.20","6.18","1527.94","3150.00","48.51","96.19","50.43","21.00"
"2025-03-08T19:00:00Z","19.55","7.29","1402.95","3000.00","46.76","97.75","47.84","20.00"
"2025-03-08T18:00:00Z","20.10","6.05","1499.05","3150.00","47.59","95.71","49.72","21.00"
"2025-03-08T17:00:00Z","19.95","4.74","1631.17","3000.00","54.37","99.75","54.51","20.00"
"2025-03-08T16:00:00Z","20.55","5.34","1574.69","3150.00","49.99","97.86","51.09","21.00"
"2025-03-08T15:00:00Z","21.00","4.28","1766.71","3150.00","56.09","100.00","56.09","21.00"
"2025-03-08T14:00:00Z","20.90","10.41","1184.96","3150.00","37.62","99.54","37.79","21.00"
"2025-03-08T13:00:00Z","21.05","8.72","1232.54","3150.00","39.13","100.24","39.04","21.00"
"2025-03-08T12:00:00Z","21.00","10.62","1099.48","3150.00","34.90","100.00","34.90","21.00"
"2025-03-08T11:00:00Z","21.05","9.98","1239.44","3150.00","39.35","100.24","39.25","21.00"
"2025-03-08T10:00:00Z","20.15","8.70","1288.60","3150.00","40.91","95.94","42.64","21.00"
"2025-03-08T09:00:00Z","21.80","10.72","1257.00","3300.00","38.09","99.09","38.44","22.00"
"2025-03-08T08:00:00Z","21.80","8.99","1433.04","3450.00","41.54","94.80","43.82","23.00"
"2025-03-08T07:00:00Z","22.90","10.07","1471.16","3450.00","42.64","99.56","42.83","23.00"
"2025-03-08T06:00:00Z","22.50","9.38","1491.03","3450.00","43.22","97.83","44.18","23.00"
"2025-03-08T05:00:00Z","21.95","7.65","1513.67","3300.00","45.87","99.77","45.97","22.00"
"2025-03-08T04:00:00Z","22.00","8.29","1498.03","3300.00","45.39","100.00","45.39","22.00"
"2025-03-08T03:00:00Z","22.34","9.65","1423.87","3450.00","41.27","97.15","42.48","23.00"
"2025-03-08T02:00:00Z","22.05","12.63","1078.97","3300.00","32.70","100.23","32.62","22.00"
"2025-03-08T01:00:00Z","21.90","11.38","1204.48","3300.00","36.50","99.55","36.67","22.00"
"2025-03-08T00:00:00Z","21.85","8.40","1568.81","3300.00","47.54","99.32","47.87","22.00"
"2025-03-07T23:00:00Z","21.40","5.55","1725.42","3300.00","52.29","97.28","53.75","22.00"
"2025-03-07T22:00:00Z","21.20","5.99","1686.31","3300.00","51.10","96.36","53.03","22.00"
"2025-03-07T21:00:00Z","21.15","5.86","1691.38","3300.00","51.25","96.13","53.31","22.00"
"2025-03-07T20:00:00Z","21.90","3.76","1974.75","3300.00","59.84","99.55","60.11","22.00"
"2025-03-07T19:00:00Z","21.90","6.55","1738.54","3450.00","50.39","95.22","52.92","23.00"
"2025-03-07T18:00:00Z","22.80","4.29","2073.54","3450.00","60.10","99.11","60.64","23.00"
"2025-03-07T17:00:00Z","22.60","5.37","1891.22","3450.00","54.82","98.27","55.78","23.00"
"2025-03-07T16:00:00Z","22.85","5.35","1949.36","3450.00","56.50","99.36","56.87","23.00"
"2025-03-07T15:00:00Z","22.60","7.52","1655.27","3450.00","47.98","98.25","48.83","23.00"
"2025-03-07T14:00:00Z","23.00","10.42","1286.35","3450.00","37.29","100.00","37.29","23.00"
"2025-03-07T13:00:00Z","22.70","11.31","1046.59","3450.00","30.34","98.69","30.74","23.00"
"2025-03-07T08:00:00Z","22.45","8.97","1438.60","3450.00","41.70","97.61","42.72","23.00"
"2025-03-07T07:00:00Z","22.95","7.47","1533.92","3450.00","44.46","99.78","44.56","23.00"
"2025-03-07T03:00:00Z","20.60","6.72","1529.73","3300.00","46.36","93.64","49.50","22.00"
"2025-03-06T21:00:00Z","20.30","8.83","1250.64","3300.00","37.90","92.28","41.07","22.00"
"2025-03-06T20:00:00Z","20.10","7.28","1422.71","3300.00","43.11","91.36","47.19","22.00"
"2025-03-06T19:00:00Z","19.25","5.32","1535.02","3150.00","48.73","91.67","53.16","21.00"
"2025-03-06T18:00:00Z","20.35","6.51","1536.92","3150.00","48.79","96.92","50.34","21.00"
"2025-03-06T17:00:00Z","21.45","6.94","1555.52","3300.00","47.14","97.50","48.35","22.00"
"2025-03-06T16:00:00Z","22.05","6.39","1694.56","3300.00","51.35","100.22","51.24","22.00"
"2025-03-06T15:00:00Z","22.00","7.10","1673.55","3300.00","50.71","100.00","50.71","22.00"
"2025-03-06T14:00:00Z","21.95","10.67","1191.48","3300.00","36.11","99.77","36.19","22.00"
"2025-03-06T13:00:00Z","21.00","10.37","1185.30","3150.00","37.63","100.00","37.63","21.00"
"2025-03-06T12:00:00Z","22.00","9.49","1426.86","3300.00","43.24","100.00","43.24","22.00"
"2025-03-06T11:00:00Z","21.95","8.78","1443.50","3300.00","43.74","99.75","43.85","22.00"
"2025-03-06T10:00:00Z","21.76","8.53","1334.88","3300.00","40.45","98.89","40.91","22.00"
"2025-03-06T09:00:00Z","21.70","7.85","1394.58","3300.00","42.26","98.64","42.84","22.00"
"2025-03-06T08:00:00Z","21.05","8.59","1332.46","3150.00","42.30","100.22","42.21","21.00"
"2025-03-06T07:00:00Z","20.70","6.50","1503.39","3150.00","47.73","98.56","48.42","21.00"
"2025-03-06T06:00:00Z","21.20","6.77","1529.39","3300.00","46.35","96.38","48.09","22.00"
"2025-03-06T05:00:00Z","21.05","5.37","1643.16","3150.00","52.16","100.24","52.04","21.00"
"2025-03-06T04:00:00Z","20.15","5.84","1556.36","3150.00","49.41","95.95","51.49","21.00"
"2025-03-06T03:00:00Z","20.00","6.16","1487.50","3000.00","49.58","100.00","49.58","20.00"
"2025-03-06T02:00:00Z","20.00","9.69","1151.51","3000.00","38.38","100.00","38.38","20.00"
"2025-03-06T01:00:00Z","19.85","10.32","1130.09","3000.00","37.67","99.25","37.95","20.00"
"2025-03-06T00:00:00Z","20.10","9.78","1084.64","3150.00","34.43","95.70","35.98","21.00"
"2025-03-05T23:00:00Z","19.90","5.88","1505.10","3000.00","50.17","99.50","50.42","20.00"
"2025-03-05T22:00:00Z","19.00","5.02","1575.52","3000.00","52.52","95.00","55.28","20.00"
"2025-03-05T21:00:00Z","20.80","5.54","1678.20","3450.00","48.64","90.43","53.79","23.00"
"2025-03-05T20:00:00Z","21.55","6.19","1738.43","3450.00","50.39","93.69","53.78","23.00"
"2025-03-05T19:00:00Z","20.55","5.23","1597.88","3150.00","50.73","97.87","51.83","21.00"
"2025-03-05T18:00:00Z","19.60","7.41","1415.64","3300.00","42.90","93.32","45.97","21.00"
